25.1,-32.2400000002,43.4985572262
26.91,-31.1799999997,43.5782011649
28.83,-29.4000000004,43.6841136645
31.8,-26.4500000002,43.8543719133
31.8100000001,-24.6100000003,43.9147628387
30.84,-21.8099999996,43.982169498
27.84,-19.7199999997,43.975903119
25.28,-17.1399999997,43.9965913341
25.8100000001,-13.0300000003,44.1441068213
25.9300000001,-11.9199999999,44.183371541
23.24,-10.1900000004,44.1730448076
18.6,-8.33999999985,44.1181632599
18.48,-7.26999999955,44.1501541205
15.9,-5.5700000003,44.1415814137
12.95,-4.59999999963,44.0999496667
11.08,-4.66000000015,44.0515001698
7.43000000005,-4.79000000004,43.956511722
6.25,-3.71999999974,43.9621509066
2.58999999997,-3.83999999985,43.8672407185
0.839999999967,-2.90000000037,43.8544604762
-3.69999999995,-2.19000000041,43.7648028432
-4.43000000005,-6.33000000007,43.6113347603
-3.66000000003,-10.3300000001,43.4997328314
-1.70999999996,-14.25,43.4200806709
-1.85999999999,-15.2400000002,43.3839924746
-0.380000000005,-17.04,43.3619504979
2.60999999999,-19.9699999997,43.3405119976
4.07999999996,-20.7800000003,43.3505806057
6.91000000003,-22.7800000003,43.3555625167
8.51000000001,-23.5999999996,43.3685360738
11.54,-25.4400000004,43.3837197664
12.95,-26.3300000001,43.3896818866
15.1899999999,-27.1299999999,43.4192196105
18.24,-28.8499999996,43.4388228301
20.4,-30.6500000004,43.4336857022
23.21,-31.3200000003,43.481642853
25.1,-32.2400000002,43.4985572262

25.55,-10.9400000004,45.4546802502
27.62,-6.84999999963,45.6687452369
27.51,-3.90000000037,45.8400563678
22.77,-2.95999999996,45.9442814272
20.9399999999,-3.03000000026,45.9595506767
20.03,-6.12000000011,45.7909257249
20.3199999999,-8.16000000015,45.6702027119
22.1,-9.23000000045,45.5897078484
25.55,-10.9400000004,45.4546802502

-1.0,-20.2400000002,41.0172660248
0.209999999963,-19.1399999997,42.3555377155
-5.5,-8.26999999955,42.0013894732
-4.83999999997,-4.11000000034,44.0526854291
-4.68000000005,-3.11000000034,44.5468200608
-8.22999999998,-1.29000000004,42.4938314786
-11.02,-2.61000000034,39.8595300429
-10.3100000001,-4.5,39.7037376082
-7.25,-10.6399999997,39.7767051881
-5.30000000005,-14.5700000003,39.8167998063
-4.31999999995,-16.3700000001,39.9019314722
-1.0,-20.2400000002,41.0172660248

24.63,-36.0199999996,39.8613825308
24.05,-34.29,41.2693425707
23.6899999999,-33.2599999998,42.0989038291
23.24,-32.3399999999,42.7637242534
15.54,-27.9900000002,42.603756085
9.71999999997,-25.5700000003,41.6039856527
8.25,-24.4900000002,41.8261364427
4.56000000006,-21.9800000004,42.1802266423
0.780000000028,-20.0999999996,41.8430230917
0.479999999981,-21.04,40.713328634
0.900000000023,-22.2300000004,39.7573208531
9.76000000001,-27.5300000003,39.6429993684
14.3100000001,-30.1799999997,39.6569781462
20.11,-33.5300000003,39.7031723506
24.63,-36.0199999996,39.8613825308

25.77,-34.96,40.5562521736
30.75,-31.1699999999,39.7858690906
32.67,-29.3899999997,39.7437777102
35.67,-26.46,39.7969575003
33.71,-26.46,41.2929520134
32.11,-27.3200000003,41.826475134
25.54,-33.1699999999,42.1631716577
25.77,-34.96,40.5562521736

35.09,-25.5499999998,39.9158383987
32.27,-18.9699999997,39.4836131013
30.99,-17.1200000001,39.8433885021
29.1,-15.9699999997,41.1482263776
27.1800000001,-15.9500000002,43.0354062792
27.13,-17.0899999999,43.6423994962
27.75,-17.9900000002,43.4700438993
33.17,-25.5199999996,41.7981271319
35.09,-25.5499999998,39.9158383987

18.28,-6.30999999959,43.1389580615
19.62,-5.45000000019,42.2646828624
27.54,-6.01999999955,41.8705898328
30.85,-5.1799999997,40.7954601735
29.65,-4.11000000034,40.0246088309
24.9300000001,-3.1799999997,39.7610325588
14.85,-1.65000000037,39.5832637944
13.02,-1.70000000019,39.8277507667
8.44999999995,-0.759999999776,39.5391513555
2.35999999999,0.0800000000745,39.5029939162
-3.92000000004,0.980000000447,39.437174207
-6.40000000002,-1.21999999974,41.5689209879
-7.34999999998,-2.41000000015,42.6787351377
-6.51000000001,-3.23000000045,43.2782820247
6.43999999994,-2.74000000022,41.4331860295
8.15000000002,-3.66999999993,42.0294544691
14.79,-4.54999999981,42.0385961618
18.28,-6.30999999959,43.1389580615

